NAICSCode,ProjectCountyName,JobsReported,CurrentApprovalAmount,ForgivenessAmount,PAYROLL_PROCEED
512199.0,4,4,33549.0,4819.66,33549.0
512230.0,9,12,77147.0,0.0,75127.0
512240.0,9,51,170575.0,45490.42,168888.0
512290.0,6,20,61941.0,27383.62,61365.0
515112.0,10,189,1557825.5,321969.02,1521261.5
515120.0,6,110,1298138.59,134701.54,1272117.59
515210.0,3,3,44529.0,0.0,44518.0
516110.0,1,2,13100.0,0.0,13100.0
517210.0,3,53,230444.0,19587.0,230444.0
517311.0,1,18,212500.0,214368.84,159375.0
517312.0,11,184,1079929.0,140499.99999999997,1007911.0
517410.0,3,5,42137.0,0.0,42131.0
517911.0,16,543,4757985.5,1154524.24,4665513.5
517919.0,28,165,2123458.67,1286559.13,2055429.53
518210.0,22,206,2879996.17,1881266.6900000002,2802227.17
519110.0,1,1,4823.0,0.0,4822.0
519120.0,2,6,41427.0,11509.02,41427.0
519130.0,11,46,551899.5,86850.56,544266.5
519190.0,14,77,862687.0,379939.3,776842.0
522130.0,1,3,30000.0,0.0,30000.0
522190.0,1,3,31932.0,0.0,31932.0
522210.0,1,1,12500.0,12600.0,9375.0
522220.0,26,54,778060.79,55391.78,766100.79
522291.0,5,412,1966792.0,174896.77,1945296.0
522292.0,8,114,1632208.0,113057.51,1462153.0
522293.0,3,3,62499.0,0.0,62499.0
522298.0,10,419,5133441.9,82132.72,5092193.9
522310.0,12,65,835566.5,466816.37,787970.5
522320.0,25,70,1036386.25,191601.97,964286.25
522390.0,6,125,883436.0,608265.23,850485.0
523110.0,10,23,458182.5,387398.27999999997,366829.5
523120.0,15,25,357047.0,260718.88,334576.0
523130.0,2,4,59500.0,38984.15,59500.0
523140.0,5,333,2370245.97,865892.25,2300229.97
523210.0,2,2,11628.369999999999,5867.36,10169.869999999999
523910.0,8,39,445483.27,9580.11,445479.27
523920.0,21,134,1706775.57,1080762.89,1576171.57
523930.0,190,530,7247391.18,5275549.600000001,6856815.709999999
523991.0,3,15,177423.0,160780.43,177422.0
523999.0,70,163,2671380.3200000003,1559545.9000000001,2586037.5700000003
524113.0,13,47,643744.0,512666.9,628661.0
524114.0,19,64,732559.7799999999,544326.06,697022.04
524126.0,9,48,816379.0,245965.81,789854.0
524128.0,6,91,1507121.0,846682.59,1301717.0
524210.0,369,1722,18535340.150000002,12655593.669999994,17599228.15
524291.0,9,147,2042032.0,1675579.95,2038005.0
524292.0,8,331,3281913.0,3300589.4000000004,2931720.0
524298.0,51,105,1268263.72,533999.1299999999,1205787.97
525110.0,3,24,261900.0,263454.48,253400.0
525120.0,5,17,270258.0,0.0,270255.0
525190.0,2,2,28800.0,0.0,28798.0
525910.0,2,7,57881.0,58243.86,57881.0
525920.0,2,37,188439.6,86296.16,188435.6
525990.0,9,43,665477.5,483233.5299999999,665474.5
531110.0,152,1117,8197717.88,4475979.819999998,7090948.88
531120.0,62,1573,14340802.490000002,5560709.090000002,13805717.490000002
531130.0,13,53,223301.0,133058.12999999998,205094.0
531190.0,41,343,2202143.87,1459854.4399999997,2096613.8699999999
531210.0,420,1380,14909334.65,5473583.389999999,13717488.514999999
531311.0,132,1779,14628553.37,5629062.4700000025,14054266.37
531312.0,24,567,1700071.3,851419.0600000002,1608926.05
531320.0,20,102,1225361.7,1058371.58,1068728.7000000002
531390.0,158,924,10205387.010000002,5283474.62,9180925.76
532111.0,8,24,372421.5,2591.07,372421.5
532112.0,1,1,20833.0,0.0,20833.0
532120.0,5,21,231255.0,0.0,185754.0
532210.0,7,28,277676.0,45966.36,243449.0
532281.0,1,2,8810.0,0.0,8808.0
532283.0,2,193,2156700.0,2172737.67,2046786.0
532284.0,6,56,100309.9,24157.15,94302.9
532289.0,21,113,679274.5,24931.44,648723.5
532310.0,5,98,1301724.0,812491.04,1139043.0
532411.0,5,5,96069.0,0.0,96067.0
532412.0,16,388,5703653.0,116233.24,5703653.0
532420.0,11,110,1180341.0,405321.87,1106092.0
532490.0,9,51,367997.5,214344.73,317541.5
541110.0,718,6122,85878160.60999995,36651432.89999996,81204084.11999995
541191.0,12,106,904087.0,387591.60000000003,894633.0
541199.0,86,539,7588792.17,600425.0299999999,7479134.17
541211.0,146,1423,18930634.3,10292445.92,18150595.05
541213.0,63,249,1541332.25,408536.45,1497736.5
541214.0,21,311,1174688.95,676258.39,1173733.95
541219.0,128,840,5771192.05,3727410.4200000004,5484180.55
541310.0,91,1030,11433873.98,4326345.66,10749265.98
541320.0,33,164,1534212.59,976560.19,1513569.35
541330.0,108,1948,27536306.68,8897535.930000002,26300121.68
541340.0,8,31,376778.0,116469.94,336521.0
541350.0,20,58,496953.69999999995,377204.41000000003,472172.69999999995
541370.0,9,50,553193.25,227022.77,518291.25
541380.0,15,346,4151435.0,618051.23,2984663.0
541410.0,56,76,883288.96,179607.21000000005,851728.72
541420.0,10,29,277031.5,109035.19,257336.5
541430.0,108,198,1931462.1099999999,403047.03999999986,1886619.59
541490.0,75,227,2437125.14,1165534.6199999999,2421794.43
541511.0,106,876,11920827.83,5340025.480000002,11384359.83
541512.0,72,650,8851076.389999999,5066639.07,8457660.219999999
541513.0,12,381,3140982.42,268699.39,3116419.42
541519.0,57,530,7219037.760000001,5025537.53,6775110.61
541611.0,188,1011,10984449.56,4218605.420000001,10562724.58
541612.0,29,250,2458076.5,1138537.5300000003,2205633.5
541613.0,178,797,8886336.72,6553664.4,8425749.23
541614.0,28,139,1907151.0,1526709.73,1846770.5
541618.0,148,463,5146933.5600000005,2591978.649999999,4998951.8100000005
541620.0,44,616,5197566.19,1792040.17,5074640.69
541690.0,57,418,6956943.14,3437787.7999999993,6408938.140000001
541712.0,1,24,374100.0,376549.59,374100.0
541713.0,5,18,181192.91999999998,103931.68000000001,155863.91999999998
541714.0,19,75,954369.0,455730.5299999999,906455.0
541715.0,15,291,5031677.62,769694.5900000001,4361326.62
541720.0,9,141,1235480.0,1024924.2200000001,1129356.0
541810.0,77,813,10000352.53,4469020.060000001,9108009.53
541820.0,14,28,387078.32,270479.91,355722.32
541840.0,4,11,58032.0,0.0,49731.0
541850.0,2,38,253365.0,223771.65,253361.0
541860.0,6,333,2968534.0,2007467.43,2718466.0
541870.0,6,12,57628.0,0.0,57623.0
541890.0,60,163,1984554.82,969653.5300000001,1872591.32
541910.0,9,73,497541.0,461585.19999999995,497541.0
541921.0,103,165,1186166.22,215457.21000000002,1168465.22
541922.0,30,51,384308.45999999996,166814.25,361672.45999999996
541930.0,12,32,300274.75,8334.35,297815.75
541940.0,55,962,7244207.0,5833473.080000002,6703067.0
541990.0,234,2052,21894657.699999996,5833543.92,21161481.069999993
551112.0,18,155,2258391.25,1510153.4,2094163.25
551114.0,4,117,1516041.0,0.0,1464729.0
561110.0,58,605,5314366.2,2261557.26,4963913.2
561210.0,9,90,459143.5,223833.35,441042.5
561311.0,43,1397,13482533.47,3913562.2899999996,13122583.47
561312.0,16,56,945620.32,308927.68,910471.32
561320.0,33,2565,18783763.89,2327820.19,18610708.89
561330.0,3,174,760906.0,73644.98,589131.0
561410.0,3,12,139241.0,6847.88,139239.0
561421.0,7,52,360533.0,236284.08000000002,356831.0
561422.0,7,79,458200.0,185598.78,429739.0
561431.0,8,39,158262.0,110031.98999999999,137436.0
561439.0,11,46,408367.0,247225.23,358506.0
561440.0,122,2366,20404252.650000002,7604254.43,19702217.43
561491.0,4,55,529690.0,94711.0,529688.0
561492.0,12,110,1232374.07,593821.56,1211505.07
561499.0,93,664,2851710.72,507542.43999999994,2832935.72
561510.0,34,103,1267741.1800000002,413022.56000000006,1246390.1800000002
561520.0,11,73,179505.82,63631.74,174709.82
561591.0,2,39,445690.0,0.0,445684.0
561599.0,6,21,105345.0,0.0,105336.0
561611.0,22,204,1544007.75,656274.5100000001,1514333.75
561612.0,21,491,2313663.5,575520.13,2300592.0
561613.0,1,3,45400.0,45696.03,45400.0
561621.0,38,389,4477726.890000001,2709884.7000000007,4155962.89
561622.0,12,83,894945.23,276877.63999999996,889277.98
561710.0,12,57,412052.15,178331.13,393532.15
561720.0,221,2547,10794792.03,3829305.5,10234303.279999997
561730.0,357,2140,15790792.329999996,4923848.890000006,15249635.349999996
561740.0,44,181,1574487.93,526196.7899999999,1476020.43
561790.0,57,361,2654978.41,1869492.2,2605708.41
561910.0,12,67,572127.0,239217.91000000003,572118.0
561920.0,9,308,1276778.0,324627.53,1233568.0
561990.0,56,616,3645711.4899999998,1779011.2400000002,3407359.4899999998
562111.0,5,39,387964.5,131271.31,342130.5
562112.0,1,75,559877.0,0.0,559875.0
562119.0,8,55,964335.0,365120.0800000001,845276.0
562219.0,2,2,6216.25,2658.82,5554.35
562910.0,10,239,3245697.0,2332802.34,2986279.0
562920.0,3,86,1111747.9,0.0,1111742.9
562991.0,5,21,207238.12,120319.44999999998,200263.12
562998.0,8,31,333164.0,89764.48000000001,319937.0
611110.0,69,4039,34125374.15,18054710.130000003,30485046.069999997
611210.0,4,192,1273953.0,1243771.77,1260753.0
611310.0,9,777,6190913.0,1945511.23,5714473.0
611410.0,1,1,15541.0,0.0,15539.0
611420.0,2,9,59221.27,56807.1,59221.27
611430.0,25,146,877353.05,395972.31,783940.31
611511.0,25,63,548104.0,173718.23,515515.0
611512.0,1,7,92300.0,92981.99,92300.0
611513.0,7,61,266331.0,126548.05,248522.0
611519.0,8,55,286065.0,118215.37,278030.0
611610.0,54,391,1021759.59,395429.47000000003,968318.09
611620.0,98,977,3317446.2400000007,1004297.3399999997,3198693.9400000004
611630.0,1,1,3139.0,0.0,3139.0
611691.0,31,205,790743.0,392408.75000000006,781906.75
611692.0,8,104,463568.0,2014.96,463557.0
611699.0,60,855,4023853.86,1691258.2799999998,3613824.36
611710.0,94,946,6147623.9799999995,3388988.78,5711588.7299999995
621111.0,509,10818,128963793.25999999,48940768.73000006,117815714.83999999
621112.0,90,1137,14198532.82,5775648.77,12696400.25
621210.0,429,5180,43410059.31,16105634.160000008,40854795.440000005
621310.0,200,689,5119123.21,2625939.520000001,4775710.850000001
621320.0,82,678,5640174.03,2570789.350000001,5242864.03
621330.0,93,220,1573734.5099999998,547046.29,1491846.2899999998
621340.0,128,1904,15298020.420000002,3940024.139999998,14738721.920000002
621391.0,26,106,709981.0,303563.61,674510.0
621399.0,179,700,6771256.1499999985,3321860.819999999,6579518.969999999
621420.0,24,1111,12516600.0,1888522.9399999997,12305192.0
621491.0,3,106,828423.88,50835.22,823040.88
621493.0,9,802,6004185.5,2266072.04,5591340.5
621498.0,51,577,6597455.0,1523562.7200000002,6044359.0
621511.0,19,275,3095062.5,493716.30999999994,2997639.5
621512.0,14,883,9086062.5,2483140.0000000005,8460987.5
621610.0,110,3549,21507529.24,10141614.839999998,19697355.24
621910.0,11,687,4424205.0,3918210.06,4013320.0
621991.0,1,212,2102127.0,0.0,1891127.0
621999.0,36,272,2712125.38,990644.29,2458977.38
622110.0,23,1151,17561457.5,2097417.91,17151789.25
622210.0,4,305,2998935.38,0.0,2251727.0300000003
622310.0,4,5,47997.0,12297.6,45497.0
623110.0,46,5564,43519784.910000004,4192683.8699999996,38821398.14000001
623210.0,3,1500,13108243.0,0.0,13108230.0
623220.0,6,879,7501780.0,0.0,7069162.0
623312.0,21,1154,7623499.5,3325043.76,6792105.5
623990.0,7,597,8562176.3,0.0,8539430.3
624110.0,49,901,4485858.5,1974852.0900000003,4339567.5
624120.0,31,1719,17435980.11,1837323.06,17418800.53
624190.0,51,1270,7232821.64,3533919.1399999997,6434402.159999999
624210.0,16,384,1722360.92,1389086.7000000002,1527572.19
624221.0,10,301,2100599.0,844565.98,2100594.0
624229.0,9,282,2462884.0,1519246.98,2208907.0
624230.0,4,490,5010162.0,575746.6,4721566.0
624310.0,4,10,132997.0,57182.7,119793.0
624410.0,270,3588,17149128.099999998,5040731.67,16499141.854999999
711110.0,27,453,2154862.12,303984.63,2011969.87
711120.0,36,309,759461.21,205084.70000000004,723419.96
711130.0,49,340,3814223.95,1713821.88,3633468.95
711190.0,32,85,522472.02999999997,105649.61,493346.02999999997
711211.0,17,105,358019.35000000003,90869.81,330780.35000000003
711212.0,4,19,107251.0,0.0,85951.0
711219.0,10,83,262038.79,166523.15999999997,261722.54
711310.0,21,152,593030.5,42000.26,564290.5
711320.0,25,154,563393.08,111739.71999999999,542118.0800000001
711410.0,20,57,527589.53,83560.91,519066.53
711510.0,145,190,1642774.43,183158.87000000005,1612036.94
712110.0,28,614,6457572.0,2902599.2300000004,6003425.0
712120.0,8,101,1030609.5,263323.44,999056.5
712130.0,3,218,2367647.0,1116174.94,2233647.0
712190.0,5,57,621849.12,507856.99000000005,585670.12
713110.0,6,550,1088364.49,17384.94,1085352.49
713120.0,9,212,1458496.0,11160.68,1447123.0
713290.0,1,37,184301.42,0.0,184301.42
713910.0,26,724,3333924.35,532027.8200000001,3305403.35
713920.0,4,292,334542.72,44531.8,323492.72
713930.0,10,116,658981.65,298009.77,645349.65
713940.0,263,3986,11114605.77,4350557.970000001,10437933.03
713950.0,38,598,1874951.72,511383.22,1792423.72
713990.0,60,988,2208442.34,440526.48,2077071.34
721110.0,192,5188,34807001.410000004,7390320.000000003,33235158.03
721191.0,11,26,170554.43,50041.89,156738.43
721199.0,44,179,1317803.5,186257.74,1239408.0
721211.0,9,122,555730.0,295508.75,521572.0
721214.0,3,133,590053.5,227145.41,581201.5
721310.0,1,1,29165.0,0.0,29165.0
722310.0,146,1151,7505999.300000001,2139702.2299999995,6891356.3
722320.0,146,2024,12847366.21,1659985.4900000002,12532101.21
722330.0,61,394,3075970.35,134168.31,2913623.6899999995
722410.0,153,1736,6119553.46,1179009.4800000002,5821600.53
722511.0,1212,28605,140338390.26,30082178.470000025,134379181.80999997
722513.0,428,11395,50399876.86,16560256.100000005,44688841.98999999
722514.0,11,167,792179.17,112140.75,774775.17
722515.0,58,934,3555442.96,691531.2,3496631.45
811111.0,316,1515,13451424.069999998,4810434.380000001,12813673.819999998
811112.0,1,1,4300.0,0.0,4300.0
811113.0,16,100,726194.0,363959.45,625940.0
811118.0,28,89,863153.1400000001,436593.51999999996,850254.1400000001
811121.0,88,764,6874529.56,2488918.8499999996,6260764.06
811122.0,13,61,410140.19000000006,201973.39,311840.75000000006
811191.0,4,80,627255.0,567356.48,504171.0
811192.0,24,208,1461495.0,505033.07,1340613.5
811198.0,45,303,2223013.3000000003,700822.5299999999,2010022.6349999998
811211.0,13,265,2205342.5,336328.88,1962316.5
811212.0,22,107,880209.0,648333.34,809012.0
811219.0,14,40,460162.36,244469.24000000002,406892.9
811310.0,58,479,5703958.15,3756966.409999999,5406612.9
811411.0,5,12,109436.0,28187.95,105429.0
811412.0,19,107,1018418.0,621438.99,996473.0
811420.0,12,19,162141.24,0.0,158707.74
811430.0,6,8,65835.0,0.0,64525.0
811490.0,38,115,913728.9199999999,253390.4,909614.7999999999
812111.0,216,503,4164885.7100000004,860377.0799999996,4061977.2300000004
812112.0,895,3002,19536646.680000003,3470791.63,18753035.049999993
812113.0,190,831,4090446.01,917076.5600000005,3917858.4699999997
812191.0,9,89,310085.9,197385.59000000003,287056.44
812199.0,161,790,4471951.31,1262171.46,4373779.0200000005
812210.0,41,253,1831468.0,1229953.69,1607493.25
812220.0,8,209,2086473.0,145743.13999999998,2014930.0
812310.0,24,153,723331.03,195876.95,701388.03
812320.0,51,653,3777859.48,1650127.4199999997,3552209.73
812331.0,4,50,316622.0,238260.63,316618.0
812910.0,100,710,3457200.0799999987,1062924.99,3295866.599999999
812921.0,3,21,133933.0,59794.69,124730.0
812930.0,8,797,4396262.0,43527.81,3928245.0
812990.0,278,1197,6976341.220000001,1483588.1299999994,6767762.24
813110.0,392,4584,25532344.11,12736983.309999991,23956210.685
813211.0,14,179,769743.52,368682.3,733944.39
813212.0,9,303,2799246.0,904843.31,2619880.0
813219.0,32,475,4872557.0,1077158.4900000002,4677043.0
813311.0,5,29,179997.65,111712.98,165807.65
813312.0,12,291,2894386.0,967107.21,2729138.0
813319.0,24,795,6603338.0,1497811.2100000002,5767035.0
813410.0,60,1520,11001221.94,1716250.9999999995,10837553.94
813910.0,27,126,1571734.0,150005.56,1571704.0
813920.0,15,42,394579.0,213687.63,362233.0
813930.0,7,34,915474.0,0.0,912337.0
813990.0,18,73,381077.65,280679.72,375550.65
814110.0,7,65,301380.83999999997,133927.75999999998,293971.61
921110.0,2,21,141532.0,121606.08,141532.0
921120.0,1,1,10000.0,10102.19,10000.0
921130.0,7,7,112594.0,33076.899999999994,109237.0
921190.0,1,1,11250.0,0.0,11246.0
922110.0,3,7,47700.0,17419.78,47698.0
922130.0,79,372,5236180.69,1219526.92,5142114.69
922160.0,4,39,536467.0,500734.76999999996,469265.0
923110.0,26,464,3078230.09,1858441.28,2662668.59
923120.0,2,12,64400.0,49868.65,51522.0
923130.0,1,13,199480.0,0.0,199476.0
925110.0,7,37,205899.0,132676.96999999997,202220.0
925120.0,2,2,28889.370000000003,14545.58,25287.370000000003
926110.0,3,20,301727.5,25511.72,301726.5
926120.0,1,1,14710.0,0.0,14706.0
926130.0,1,10,93300.0,93808.68,93300.0
926140.0,2,2,26500.0,18017.7,22597.0
926150.0,3,11,94452.0,0.0,94448.0
928120.0,1,1,28157.0,0.0,28156.0
999990.0,83,577,3800028.38,1656819.6600000001,3733560.92
